City_ID,City,Lat,Lan,Temp_max,Hum,Cloudness,WindSpeed,Country,Date
94,port lincoln,-34.7333,135.8667,80.17,37,3,3.6,AU,1617245825
95,huandacareo,19.9833,-101.2833,78.8,18,1,10.36,MX,1617245825
96,narsaq,60.9167,-46.05,30.2,86,75,1.14,GL,1617245825
97,zhangye,38.9342,100.4517,41.02,64,99,8.12,CN,1617245825
98,luau,-10.7073,22.2247,62.29,98,97,2.71,AO,1617245825
99,tasiilaq,65.6145,-37.6368,28.4,54,20,9.22,GL,1617245825
100,ribeira grande,38.5167,-28.7,58.03,69,0,11.52,PT,1617245825
101,rock sound,24.9,-76.2,76.41,80,10,14.2,BS,1617245826
102,buraydah,26.326,43.975,71.6,56,20,10.36,SA,1617245826
104,laguna,38.421,-121.4238,75.2,22,1,4.61,US,1617245826
105,sholapur,17.6833,75.9167,86.94,23,95,13.62,IN,1617245826
106,upernavik,72.7868,-56.1549,5.79,70,100,4.43,GL,1617245826
107,leningradskiy,69.3833,178.4167,-1.1,87,100,3.31,RU,1617245827
108,puerto baquerizo moreno,-0.9,-89.6,77.61,82,45,3.27,EC,1617245827
109,avera,33.194,-82.5271,62.6,92,75,5.75,US,1617245827
110,terrasini,38.146,13.0844,54,81,0,3.44,IT,1617245827
111,oistins,13.0667,-59.5333,77,65,40,23.02,BB,1617245828
112,avarua,-21.2078,-159.775,84.2,65,20,6.91,CK,1617245828
113,sitka,57.0531,-135.33,37.4,75,75,5.75,US,1617245829
114,cidreira,-30.1811,-50.2056,68.2,76,40,12.17,BR,1617245829
115,izumo,35.3667,132.7667,60.8,44,0,24.16,JP,1617245633
116,athens,37.9795,23.7162,48.99,64,65,4.0,GR,1617245830
117,shestakovo,56.4915,103.96,21.07,60,82,12.21,RU,1617245830
118,banda aceh,5.5577,95.3222,82.44,74,100,17.76,ID,1617245830
119,linjiang,41.8069,126.9078,65.1,25,58,3.11,CN,1617245830
120,aklavik,68.2191,-135.0107,3.2,72,100,6.91,CA,1617245830
121,zhanaozen,43.3,52.8,39.22,54,5,18.34,KZ,1617245830
122,cape town,-33.9258,18.4232,62.01,82,20,8.05,ZA,1617245831
123,roald,62.5833,6.1333,39.2,70,75,8.05,NO,1617245831
124,comodoro rivadavia,-45.8667,-67.5,53.6,87,75,3.44,AR,1617245831
125,komsomolskiy,40.4272,71.7189,46.4,57,40,27.63,UZ,1617245831
126,lompoc,34.6391,-120.4579,63,55,0,5.75,US,1617245831
129,aswan,24.0934,32.907,59.56,31,0,9.4,EG,1617245832
130,krasnoselkup,65.7,82.4667,-6.47,86,16,11.39,RU,1617245832
132,thompson,55.7435,-97.8558,24.8,50,75,5.75,CA,1617245833
133,korla,41.7597,86.1469,47.84,47,77,4.14,CN,1617245568
135,poum,-20.2333,164.0167,79.16,71,100,9.44,NC,1617245834
136,anloga,5.7947,0.8973,82.4,89,40,10.36,GH,1617245834
137,saint-pierre,-21.3393,55.4781,78.8,78,20,13.8,RE,1617245705
138,fortuna,40.5982,-124.1573,59,38,1,10.36,US,1617245834
139,coaldale,49.7167,-112.6185,48.2,36,75,23.02,CA,1617245834
141,burgeo,47.6167,-57.6152,27.95,90,84,9.04,CA,1617245835
144,lazaro cardenas,17.9583,-102.2,76.48,61,59,3.42,MX,1617245836
145,acapulco,16.8634,-99.8901,80.6,61,1,6.91,MX,1617245836
146,port elizabeth,-33.918,25.5701,64.4,77,0,10.36,ZA,1617245837
147,parkes,-33.1333,148.1833,74.5,35,1,6.58,AU,1617245837
149,zhigansk,66.7697,123.3711,12.22,73,100,7.02,RU,1617245837
150,campbell river,50.0163,-125.2446,48.2,61,75,6.91,CA,1617245838
151,jatai,-17.8814,-51.7144,68.59,77,47,2.48,BR,1617245838
152,beringovskiy,63.05,179.3167,12.56,80,78,4.72,RU,1617245838
153,faanui,-16.4833,-151.75,82.87,68,100,5.64,PF,1617245838
154,khatanga,71.9667,102.5,-23.71,93,28,0.29,RU,1617245838
155,banjar,-8.19,114.9675,86,74,20,8.05,ID,1617245838
156,wanning,18.8003,110.3967,83.95,68,15,14.2,CN,1617245839
157,la perla,18.9333,-97.1333,60.6,89,100,5.79,MX,1617245839
158,washington,47.5001,-120.5015,55.4,33,1,10.36,US,1617245597
159,la ronge,55.1001,-105.2842,41,65,100,8.05,CA,1617245839
160,talara,-4.5772,-81.2719,69.96,84,17,12.64,PE,1617245839
161,auki,-8.7676,160.7034,83.73,72,93,2.13,SB,1617245839
162,qaanaaq,77.484,-69.3632,-12.06,73,64,10.18,GL,1617245839
163,mulege,26.8833,-111.9833,65.89,43,44,5.46,MX,1617245840
164,tromso,69.6496,18.957,32,100,75,3.44,NO,1617245840
165,tura,25.5198,90.2201,77.67,73,35,6.2,IN,1617245840
166,arraial do cabo,-22.9661,-42.0278,74.41,76,36,18.14,BR,1617245840
167,provost,52.3501,-110.2683,44.6,42,80,10.36,CA,1617245840
168,sao joao da barra,-21.6403,-41.0511,71.31,91,39,9.75,BR,1617245840
169,valparaiso,-33.0393,-71.6273,55.4,100,90,3.44,CL,1617245841
170,beyneu,45.3167,55.2,35.37,54,3,12.33,KZ,1617245841
171,ixtapa,20.7,-105.2,75.2,64,20,8.05,MX,1617245841
172,paranaiba,-19.6772,-51.1908,73.47,58,47,5.99,BR,1617245841
173,nanortalik,60.1432,-45.2371,35.38,88,100,10.98,GL,1617245841
174,riyadh,24.6877,46.7219,77,18,0,5.75,SA,1617245783
176,broome,42.2506,-75.833,42.01,93,90,10.36,US,1617245842
177,khandyga,62.6667,135.6,23.34,84,100,4.38,RU,1617245842
178,kruisfontein,-34.0033,24.7314,64,76,100,6.76,ZA,1617245843
179,provideniya,64.3833,-173.3,8.6,61,0,4.47,RU,1617245843
180,vieux-habitants,16.0589,-61.7659,77,73,0,11.5,GP,1617245843
181,bethel,41.3712,-73.414,55.99,96,100,1.01,US,1617245843
182,bengkulu,-3.8004,102.2655,81.5,71,100,14.32,ID,1617245745
183,mut,36.6439,33.4389,49.5,78,62,2.33,TR,1617245843
184,barrow,71.2906,-156.7887,-4,59,1,21.85,US,1617245843
186,te anau,-45.4167,167.7167,67.73,35,100,2.04,NZ,1617245844
187,victoria,22.2855,114.1577,84,69,87,9.31,HK,1617245808
188,kendari,-3.945,122.4989,86.16,69,87,2.86,ID,1617245560
189,saldanha,-33.0117,17.9442,59,82,92,4.61,ZA,1617245845
190,bonavista,48.6499,-53.1147,27,80,5,2.3,CA,1617245845
191,fairbanks,64.8378,-147.7164,26.01,86,90,16.11,US,1617245845
192,tarquinia,42.2482,11.7553,52,87,2,1.01,IT,1617245845
193,pevek,69.7008,170.3133,-0.78,84,100,3.11,RU,1617245845
195,bilma,18.6853,12.9164,66.24,14,0,11.72,NE,1617245846
196,kidal,18.4411,1.4078,73.98,8,0,10.89,ML,1617245720
197,antofagasta,-23.65,-70.4,60.8,77,0,8.05,CL,1617245846
199,strezhevoy,60.7333,77.5889,28.4,74,0,8.95,RU,1617245846
200,shelburne,44.0787,-80.2041,34,80,100,11.9,CA,1617245847
201,yoshida,37.6833,138.8833,60.01,76,20,9.22,JP,1617245847
202,tiksi,71.6872,128.8694,-5.8,97,100,10.89,RU,1617245847
203,lake charles,30.2131,-93.2044,60.8,51,90,12.66,US,1617245847
204,bodden town,19.2833,-81.25,80.01,89,20,4.61,KY,1617245847
205,karsun,54.1994,46.9827,37.11,94,100,20.65,RU,1617245847
206,jabinyanah,35.035,10.9081,53.6,82,20,2.3,TN,1617245849
207,hithadhoo,-0.6,73.0833,83.91,76,88,20.24,MV,1617245849
208,zelenoborsk,61.4669,64.0333,28.96,90,52,9.42,RU,1617245849
209,igrim,63.1906,64.4162,31.19,95,100,9.62,RU,1617245849
210,krasnokamensk,50.0979,118.0369,43.7,54,100,8.7,RU,1617245849
211,homer,59.6425,-151.5483,30.2,69,75,13.8,US,1617245849
212,kavieng,-2.5744,150.7967,83.61,69,39,1.7,PG,1617245849
213,corn island,12.1694,-83.0418,80.38,85,35,20.76,NI,1617245850
214,zutendaal,50.9325,5.5727,52,71,95,5.75,BE,1617245850
215,ampanihy,-24.7,44.75,62.31,92,0,6.91,MG,1617245850
216,atuona,-9.8,-139.0333,80.8,78,58,11.65,PF,1617245850
217,majur,44.7697,19.6544,48.2,93,0,3.44,RS,1617245850
218,lavrentiya,65.5833,-171.0,3.96,80,12,3.27,RU,1617245850
220,bemidji,47.4736,-94.8803,23,57,1,5.75,US,1617245851
221,los llanos de aridane,28.6585,-17.9182,64.4,72,75,3.44,ES,1617245851
222,marzuq,14.4,46.4667,64.29,18,28,2.89,YE,1617245851
223,ambatondrazaka,-17.8333,48.4167,66.49,93,81,4.23,MG,1617245851
224,sao filipe,14.8961,-24.4956,70.05,76,37,7.61,CV,1617245852
225,mar del plata,-38.0023,-57.5575,64.99,94,0,9.6,AR,1617245852
226,coquimbo,-29.9533,-71.3436,57.2,94,75,2.3,CL,1617245853
227,torbay,47.6666,-52.7314,26.01,74,20,8.05,CA,1617245853
228,dunedin,-45.8742,170.5036,61,65,35,5.99,NZ,1617245853
229,ossora,59.2353,163.0719,29.52,91,100,3.71,RU,1617245853
230,mahebourg,-20.4081,57.7,75.2,100,75,6.91,MU,1617245853
231,dickinson,29.4608,-95.0513,64.4,42,75,17.27,US,1617245853
232,eyl,7.9803,49.8164,72.91,70,73,3.13,SO,1617245854
233,calama,-22.4667,-68.9333,55.4,35,0,2.3,CL,1617245854
234,visakhapatnam,17.69,83.2093,82.4,89,40,6.91,IN,1617245854
235,antalaha,-14.9003,50.2788,73.98,91,37,6.8,MG,1617245854
237,hofn,64.2539,-15.2082,41.59,61,4,13.6,IS,1617245854
238,nikolskoye,59.7035,30.7861,34,93,0,6.71,RU,1617245855
239,tynda,55.1667,124.7167,31.21,72,5,6.93,RU,1617245855
240,cabo san lucas,22.8909,-109.9124,78.8,12,75,13.8,MX,1617245855
241,okakarara,-20.5833,17.4333,62.31,83,100,4.32,NA,1617245855
242,egvekinot,66.3167,-179.1667,2.25,86,100,3.24,RU,1617245855
243,yarada,17.65,83.2667,82.4,89,40,6.91,IN,1617245647
244,san vicente,-26.6167,-54.1333,52.12,87,10,2.98,AR,1617245856
245,shingu,33.7333,135.9833,68,52,75,4.61,JP,1617245733
248,santa cruz,-17.8,-63.1667,73.4,78,75,3.44,BO,1617245857
249,kattivakkam,13.2167,80.3167,82.4,78,14,6.91,IN,1617245857
250,likasi,-10.9814,26.7333,58.37,99,71,3.11,CD,1617245857
251,cruzeiro do sul,-29.5128,-51.9853,62.01,97,26,1.16,BR,1617245858
252,saint george,37.1041,-113.5841,66.2,9,1,3.13,US,1617245858
253,belle fourche,44.6714,-103.8522,37,40,1,13.8,US,1617245858
254,la rioja,42.25,-2.5,50,50,0,9.22,ES,1617245858
256,padang,-0.9492,100.3543,82.4,65,75,1.14,ID,1617245731
257,kodiak,57.79,-152.4072,32,47,1,13.8,US,1617245859
258,mazamari,-11.3258,-74.5308,69.71,95,62,1.52,PE,1617245859
259,tashtyp,52.7939,89.8983,28.17,69,23,4.97,RU,1617245859
260,sao felix do xingu,-6.6447,-51.995,71.62,98,59,0.63,BR,1617245859
261,nabire,-3.3667,135.4833,86.63,61,100,3.29,ID,1617245860
263,gamba,-2.65,10.0,73.4,90,100,5.41,GA,1617245860
264,buchanan,5.8808,-10.0467,75.2,94,89,4.41,LR,1617245860
265,havre,49.5833,0.3333,59,67,0,5.75,FR,1617245861
266,codrington,-38.2667,141.9667,80.8,31,97,8.95,AU,1617245861
267,san angelo,31.4638,-100.437,57.2,24,1,10.36,US,1617245861
268,bauchi,10.5,10.0,67.33,18,100,5.41,NG,1617245805
269,paamiut,61.994,-49.6678,31.6,73,100,23.98,GL,1617245861
270,fort nelson,58.8053,-122.7002,42.8,33,90,2.3,CA,1617245861
271,dustlik,40.5247,68.0358,40.55,61,26,7.7,UZ,1617245862
272,chuy,-33.6971,-53.4616,63.27,73,99,6.46,UY,1617245862
273,orange walk,17.8333,-88.8333,75.99,80,3,3.78,BZ,1617245862
274,sorland,67.667,12.6934,36.97,89,100,20.11,NO,1617245862
275,savannah bight,16.45,-85.85,79,90,0,1.01,HN,1617245862
276,clyde river,70.4692,-68.5914,-13,77,20,11.5,CA,1617245862
277,isangel,-19.55,169.2667,83.48,70,100,11.14,VU,1617245862
278,antakya,36.2066,36.1572,55.4,82,75,16.11,TR,1617245863
279,biak,-0.9131,122.8766,85.32,64,98,1.63,ID,1617245863
280,solnechnyy,50.7214,136.6319,41.41,66,41,5.64,RU,1617245863
281,ola,59.5833,151.2833,28.11,75,57,2.84,RU,1617245863
282,lebu,-37.6167,-73.65,56.61,93,34,11.77,CL,1617245863
283,belmonte,-15.8631,-38.8828,80.6,83,75,8.05,BR,1617245863
284,chumikan,54.7183,135.315,32.92,88,100,10.47,RU,1617245864
285,yerbogachen,61.2767,108.0108,10.45,77,100,8.25,RU,1617245864
286,bosaso,11.2842,49.1816,77.43,47,20,8.46,SO,1617245864
287,tianpeng,30.9866,103.9393,59,94,40,2.24,CN,1617245864
288,iqaluit,63.7506,-68.5145,-4,71,90,23.02,CA,1617245864
289,ponta do sol,32.6667,-17.1,57.99,72,25,1.99,PT,1617245864
290,makubetsu,45.3714,141.8211,41,93,75,4.61,JP,1617245864
291,fredericksburg,38.3032,-77.4605,59,94,90,12.59,US,1617245865
293,richards bay,-28.783,32.0377,69.48,91,100,6.82,ZA,1617245865
295,inta,66.0317,60.1659,28.85,96,100,7.96,RU,1617245866
